,R0,Sero_peak
1256,2.256,27.5655
1257,2.257,27.5777
1258,2.258,27.5728
1259,2.259,27.5847
1260,2.26,27.5794
1261,2.261,27.574
1262,2.262,27.5855
1263,2.263,27.5798
1264,2.264,27.591
1265,2.265,27.585
1266,2.266,27.596
1267,2.267,27.5897
1268,2.268,27.6003
1269,2.269,27.6109
1270,2.27,27.6041
1271,2.271,27.6144
1272,2.272,27.6074
1273,2.273,27.6174
1274,2.274,27.61
1275,2.275,27.6197
1276,2.276,27.6121
1277,2.277,27.6215
1278,2.278,27.6309
1279,2.279,27.6228
1280,2.28,27.6318
1281,2.281,27.6234
1282,2.282,27.6322
1283,2.283,27.6409
1284,2.284,27.632
1285,2.285,27.6404
1286,2.286,27.6486
1287,2.287,27.6394
1288,2.288,27.6473
1289,2.289,27.6552
1290,2.29,27.6455
1291,2.291,27.653
1292,2.292,27.6605
1293,2.293,27.6678
1294,2.294,27.6575
1295,2.295,27.6645
1296,2.296,27.6714
1297,2.297,27.6607
1298,2.298,27.6673
1299,2.299,27.6738
1300,2.3,27.6801
1301,2.301,27.6864
1302,2.302,27.6749
1303,2.303,27.6809
1304,2.304,27.6867
1305,2.305,27.6924
1306,2.306,27.698
1307,2.307,27.6858
1308,2.308,27.6911
1309,2.309,27.6963
1310,2.31,27.7013
1311,2.311,27.7062
1312,2.312,27.711
1313,2.313,27.698
1314,2.314,27.7025
1315,2.315,27.7068
1316,2.316,27.7111
1317,2.317,27.7152
1318,2.318,27.7192
1319,2.319,27.7231
1320,2.32,27.7268
1321,2.321,27.7126
1322,2.322,27.716
1323,2.323,27.7194
1324,2.324,27.7226
1325,2.325,27.7256
1326,2.326,27.7286
1327,2.327,27.7314
1328,2.328,27.7341
1329,2.329,27.7366
1330,2.33,27.7391
1331,2.331,27.7414
1332,2.332,27.7435
1333,2.333,27.7455
1334,2.334,27.7475
1335,2.335,27.7492
1336,2.336,27.7509
1337,2.337,27.7524
1338,2.338,27.7538
1339,2.339,27.755
1340,2.34,27.7561
1341,2.341,27.7571
1342,2.342,27.758
1343,2.343,27.7587
1344,2.344,27.7594
1345,2.345,27.7598
1346,2.346,27.7783
1347,2.347,27.7786
1348,2.348,27.7787
1349,2.349,27.7786
1350,2.35,27.7785
1351,2.351,27.7782
1352,2.352,27.7778
1353,2.353,27.7772
1354,2.354,27.7766
1355,2.355,27.794
1356,2.356,27.7931
1357,2.357,27.7921
1358,2.358,27.7909
1359,2.359,27.7896
1360,2.36,27.7881
1361,2.361,27.8049
1362,2.362,27.8032
1363,2.363,27.8014
1364,2.364,27.7995
1365,2.365,27.7974
1366,2.366,27.8136
1367,2.367,27.8113
1368,2.368,27.8088
1369,2.369,27.8063
1370,2.37,27.8035
1371,2.371,27.8192
1372,2.372,27.8162
1373,2.373,27.8132
1374,2.374,27.8285
1375,2.375,27.8251
1376,2.376,27.8217
1377,2.377,27.8181
1378,2.378,27.833
1379,2.379,27.8291
1380,2.38,27.8252
1381,2.381,27.8397
1382,2.382,27.8355
1383,2.383,27.8311
1384,2.384,27.8267
1385,2.385,27.8407
1386,2.386,27.836
1387,2.387,27.8312
1388,2.388,27.8449
1389,2.389,27.8398
1390,2.39,27.8533
1391,2.391,27.848
1392,2.392,27.8425
1393,2.393,27.8557
1394,2.394,27.85
1395,2.395,27.8442
1396,2.396,27.857
1397,2.397,27.8509
1398,2.398,27.8636
1399,2.399,27.8572
1400,2.4,27.8508
1401,2.401,27.8631
1402,2.402,27.8563
1403,2.403,27.8684
1404,2.404,27.8615
1405,2.405,27.8733
1406,2.406,27.8661
1407,2.407,27.8778
1408,2.408,27.8703
1409,2.409,27.8817
1410,2.41,27.874
1411,2.411,27.8662
1412,2.412,27.8773
1413,2.413,27.8692
1414,2.414,27.8801
1415,2.415,27.8718
1416,2.416,27.8824
1417,2.417,27.893
1418,2.418,27.8843
1419,2.419,27.8946
1420,2.42,27.8857
1421,2.421,27.8958
1422,2.422,27.8867
1423,2.423,27.8965
1424,2.424,27.8871
1425,2.425,27.8968
1426,2.426,27.8871
1427,2.427,27.8966
1428,2.428,27.9059
1429,2.429,27.8959
1430,2.43,27.905
1431,2.431,27.8948
1432,2.432,27.9037
1433,2.433,27.9125
1434,2.434,27.9019
1435,2.435,27.9104
1436,2.436,27.8996
1437,2.437,27.9079
1438,2.438,27.9162
1439,2.439,27.905
1440,2.44,27.913
1441,2.441,27.9209
1442,2.442,27.9094
1443,2.443,27.9171
1444,2.444,27.9247
1445,2.445,27.9127
1446,2.446,27.9201
1447,2.447,27.9274
1448,2.448,27.9151
1449,2.449,27.9222
1450,2.45,27.9292
1451,2.451,27.9165
1452,2.452,27.9232
1453,2.453,27.9299
1454,2.454,27.9364
1455,2.455,27.9233
1456,2.456,27.9296
1457,2.457,27.9358
1458,2.458,27.942
1459,2.459,27.9283
1460,2.46,27.9342
1461,2.461,27.94
1462,2.462,27.9457
1463,2.463,27.9316
1464,2.464,27.9371
1465,2.465,27.9425
1466,2.466,27.9478
1467,2.467,27.9332
1468,2.468,27.9382
1469,2.469,27.9432
1470,2.47,27.948
1471,2.471,27.9528
1472,2.472,27.9574
1473,2.473,27.9422
1474,2.474,27.9466
1475,2.475,27.9509
1476,2.476,27.9551
1477,2.477,27.9592
1478,2.478,27.9632
1479,2.479,27.9473
1480,2.48,27.951
1481,2.481,27.9547
1482,2.482,27.9583
1483,2.483,27.9618
1484,2.484,27.9652
1485,2.485,27.9685
1486,2.486,27.9517
1487,2.487,27.9547
1488,2.488,27.9577
1489,2.489,27.9605
1490,2.49,27.9633
1491,2.491,27.9659
1492,2.492,27.9685
1493,2.493,27.9709
1494,2.494,27.9733
1495,2.495,27.9755
1496,2.496,27.9776
1497,2.497,27.9797
1498,2.498,27.9816
1499,2.499,27.9633
1500,2.5,27.965
1501,2.501,27.9666
1502,2.502,27.9681
1503,2.503,27.9696
1504,2.504,27.9709
1505,2.505,27.9721
1506,2.506,27.9732
1507,2.507,27.9742
1508,2.508,27.975
1509,2.509,27.9758
1510,2.51,27.9765
1511,2.511,27.9771
1512,2.512,27.9776
1513,2.513,27.978
1514,2.514,27.9783
1515,2.515,27.9784
1516,2.516,27.9785
1517,2.517,27.9785
1518,2.518,27.9784
1519,2.519,27.9985
1520,2.52,27.9982
1521,2.521,27.9977
1522,2.522,27.9972
1523,2.523,27.9966
1524,2.524,27.9959
1525,2.525,27.995
1526,2.526,27.9941
1527,2.527,27.9931
1528,2.528,27.9919
1529,2.529,27.9907
1530,2.53,27.9893
1531,2.531,27.9879
1532,2.532,28.0069
1533,2.533,28.0052
1534,2.534,28.0035
1535,2.535,28.0017
1536,2.536,27.9997
1537,2.537,27.9977
1538,2.538,27.9955
1539,2.539,27.9933
1540,2.54,28.0115
1541,2.541,28.0091
1542,2.542,28.0066
1543,2.543,28.0039
1544,2.544,28.0012
1545,2.545,27.9983
1546,2.546,28.0161
1547,2.547,28.013
1548,2.548,28.0099
1549,2.549,28.0066
1550,2.55,28.0033
1551,2.551,27.9999
1552,2.552,28.0171
1553,2.553,28.0134
1554,2.554,28.0097
1555,2.555,28.0059
1556,2.556,28.0019
1557,2.557,28.0187
1558,2.558,28.0146
1559,2.559,28.0103
1560,2.56,28.006
1561,2.561,28.0225
1562,2.562,28.0179
1563,2.563,28.0133
1564,2.564,28.0086
1565,2.565,28.0247
1566,2.566,28.0197
1567,2.567,28.0147
1568,2.568,28.0096
1569,2.569,28.0253
1570,2.57,28.02
1571,2.571,28.0146
1572,2.572,28.0301
1573,2.573,28.0245
1574,2.574,28.0188
1575,2.575,28.013
1576,2.576,28.0281
1577,2.577,28.0221
1578,2.578,28.016
1579,2.579,28.0309
1580,2.58,28.0246
1581,2.581,28.0182
1582,2.582,28.0329
1583,2.583,28.0263
1584,2.584,28.0196
1585,2.585,28.034
1586,2.586,28.0271
1587,2.587,28.0201
1588,2.588,28.0343
1589,2.589,28.0271
1590,2.59,28.0198
1591,2.591,28.0337
1592,2.592,28.0263
1593,2.593,28.0187
1594,2.594,28.0323
1595,2.595,28.0246
1596,2.596,28.038
1597,2.597,28.0301
1598,2.598,28.0221
1599,2.599,28.0352
1600,2.6,28.027
1601,2.601,28.0401
1602,2.602,28.0316
1603,2.603,28.0231
1604,2.604,28.0359
1605,2.605,28.0272
1606,2.606,28.0398
1607,2.607,28.0309
1608,2.608,28.0433
1609,2.609,28.0343
1610,2.61,28.0251
1611,2.611,28.0373
1612,2.612,28.0279
1613,2.613,28.0399
1614,2.614,28.0303
1615,2.615,28.0422
1616,2.616,28.0325
1617,2.617,28.0441
1618,2.618,28.0342
1619,2.619,28.0457
1620,2.62,28.0356
1621,2.621,28.047
1622,2.622,28.0366
1623,2.623,28.0262
1624,2.624,28.0373
1625,2.625,28.0267
1626,2.626,28.0377
1627,2.627,28.0485
1628,2.628,28.0376
1629,2.629,28.0483
1630,2.63,28.0373
1631,2.631,28.0478
1632,2.632,28.0365
1633,2.633,28.0469
1634,2.634,28.0355
1635,2.635,28.0457
1636,2.636,28.034
1637,2.637,28.0441
1638,2.638,28.0322
1639,2.639,28.0421
1640,2.64,28.0301
1641,2.641,28.0398
1642,2.642,28.0495
1643,2.643,28.0372
1644,2.644,28.0466
1645,2.645,28.0342
1646,2.646,28.0435
1647,2.647,28.0308
1648,2.648,28.0399
1649,2.649,28.049
1650,2.65,28.0361
1651,2.651,28.045
1652,2.652,28.0318
1653,2.653,28.0406
1654,2.654,28.0492
1655,2.655,28.0358
1656,2.656,28.0443
1657,2.657,28.0527
1658,2.658,28.0391
1659,2.659,28.0473
1660,2.66,28.0334
1661,2.661,28.0415
1662,2.662,28.0495
1663,2.663,28.0354
1664,2.664,28.0433
1665,2.665,28.051
1666,2.666,28.0366
1667,2.667,28.0442
1668,2.668,28.0518
1669,2.669,28.0371
1670,2.67,28.0444
1671,2.671,28.0517
1672,2.672,28.0368
1673,2.673,28.0439
1674,2.674,28.0509
1675,2.675,28.0357
1676,2.676,28.0426
1677,2.677,28.0494
1678,2.678,28.0339
1679,2.679,28.0405
1680,2.68,28.0471
1681,2.681,28.0536
1682,2.682,28.0377
1683,2.683,28.0441
1684,2.684,28.0503
1685,2.685,28.0342
1686,2.686,28.0403
1687,2.687,28.0463
1688,2.688,28.0523
1689,2.689,28.0358
1690,2.69,28.0415
1691,2.691,28.0472
1692,2.692,28.0529
1693,2.693,28.036
1694,2.694,28.0415
1695,2.695,28.0469
1696,2.696,28.0522
1697,2.697,28.0349
1698,2.698,28.0401
1699,2.699,28.0452
1700,2.7,28.0502
1701,2.701,28.0326
1702,2.702,28.0374
1703,2.703,28.0422
1704,2.704,28.0469
1705,2.705,28.0515
1706,2.706,28.0335
1707,2.707,28.0379
1708,2.708,28.0423
1709,2.709,28.0466
1710,2.71,28.0508
1711,2.711,28.0323
1712,2.712,28.0364
1713,2.713,28.0404
1714,2.714,28.0443
1715,2.715,28.0481
1716,2.716,28.0292
1717,2.717,28.0329
1718,2.718,28.0365
1719,2.719,28.04
1720,2.72,28.0434
1721,2.721,28.0468
1722,2.722,28.0501
1723,2.723,28.0306
1724,2.724,28.0337
1725,2.725,28.0368
1726,2.726,28.0397
1727,2.727,28.0426
1728,2.728,28.0455
1729,2.729,28.0482
1730,2.73,28.0281
1731,2.731,28.0307
1732,2.732,28.0332
1733,2.733,28.0356
1734,2.734,28.038
1735,2.735,28.0403
1736,2.736,28.0425
1737,2.737,28.0447
1738,2.738,28.0467
1739,2.739,28.0258
1740,2.74,28.0277
1741,2.741,28.0295
1742,2.742,28.0313
1743,2.743,28.033
1744,2.744,28.0346
1745,2.745,28.0361
1746,2.746,28.0376
1747,2.747,28.039
1748,2.748,28.0403
1749,2.749,28.0415
1750,2.75,28.0427
1751,2.751,28.0438
1752,2.752,28.0217
1753,2.753,28.0226
1754,2.754,28.0235
1755,2.755,28.0243
1756,2.756,28.025
1757,2.757,28.0256
1758,2.758,28.0261
1759,2.759,28.0266
1760,2.76,28.027
1761,2.761,28.0273
1762,2.762,28.0276
1763,2.763,28.0278
1764,2.764,28.0279
1765,2.765,28.0279
1766,2.766,28.0279
1767,2.767,28.0277
1768,2.768,28.0275
1769,2.769,28.0273
1770,2.77,28.0269
1771,2.771,28.0265
1772,2.772,28.026
1773,2.773,28.0255
1774,2.774,28.0248
1775,2.775,28.0241
1776,2.776,28.0233
1777,2.777,28.0225
1778,2.778,28.0215
1779,2.779,28.0205
1780,2.78,28.0194
1781,2.781,28.0183
1782,2.782,28.017
1783,2.783,28.0157
1784,2.784,28.0143
1785,2.785,28.0129
1786,2.786,28.0113
1787,2.787,28.0097
1788,2.788,28.0315
1789,2.789,28.0298
1790,2.79,28.028
1791,2.791,28.0261
1792,2.792,28.0241
1793,2.793,28.0221
1794,2.794,28.02
1795,2.795,28.0178
1796,2.796,28.0155
1797,2.797,28.0132
1798,2.798,28.0108
1799,2.799,28.0083
1800,2.8,28.0058
1801,2.801,28.0031
1802,2.802,28.024
1803,2.803,28.0213
1804,2.804,28.0184
1805,2.805,28.0155
1806,2.806,28.0125
1807,2.807,28.0095
1808,2.808,28.0063
1809,2.809,28.0031
1810,2.81,27.9998
1811,2.811,28.0202
1812,2.812,28.0168
1813,2.813,28.0133
1814,2.814,28.0097
1815,2.815,28.0061
1816,2.816,28.0024
1817,2.817,27.9986
1818,2.818,28.0185
1819,2.819,28.0146
1820,2.82,28.0106
1821,2.821,28.0065
1822,2.822,28.0024
1823,2.823,27.9982
1824,2.824,27.9939
1825,2.825,28.0134
1826,2.826,28.009
1827,2.827,28.0045
1828,2.828,27.9999
1829,2.829,27.9953
1830,2.83,27.9906
1831,2.831,28.0097
1832,2.832,28.0048
1833,2.833,27.9999
1834,2.834,27.9949
1835,2.835,27.9898
1836,2.836,28.0087
1837,2.837,28.0035
1838,2.838,27.9982
1839,2.839,27.9928
1840,2.84,27.9874
1841,2.841,28.0059
1842,2.842,28.0004
1843,2.843,27.9947
1844,2.844,27.989
1845,2.845,27.9833
1846,2.846,28.0015
1847,2.847,27.9956
1848,2.848,27.9896
1849,2.849,27.9835
1850,2.85,28.0015
1851,2.851,27.9953
1852,2.852,27.9891
1853,2.853,27.9827
1854,2.854,27.9763
1855,2.855,27.994
1856,2.856,27.9874
1857,2.857,27.9808
1858,2.858,27.9741
1859,2.859,27.9916
1860,2.86,27.9848
1861,2.861,27.9779
1862,2.862,27.9709
1863,2.863,27.9881
1864,2.864,27.981
1865,2.865,27.9738
1866,2.866,27.9909
1867,2.867,27.9835
1868,2.868,27.9761
1869,2.869,27.9687
1870,2.87,27.9855
1871,2.871,27.9779
1872,2.872,27.9702
1873,2.873,27.9869
1874,2.874,27.9791
1875,2.875,27.9712
1876,2.876,27.9632
1877,2.877,27.9796
1878,2.878,27.9716
1879,2.879,27.9634
1880,2.88,27.9796
1881,2.881,27.9713
1882,2.882,27.963
1883,2.883,27.979
1884,2.884,27.9705
1885,2.885,27.962
1886,2.886,27.9778
1887,2.887,27.9691
1888,2.888,27.9604
1889,2.889,27.9761
1890,2.89,27.9672
1891,2.891,27.9582
1892,2.892,27.9737
1893,2.893,27.9646
1894,2.894,27.9554
1895,2.895,27.9708
1896,2.896,27.9615
1897,2.897,27.9521
1898,2.898,27.9673
1899,2.899,27.9577
1900,2.9,27.9481
1901,2.901,27.9632
1902,2.902,27.9534
1903,2.903,27.9436
1904,2.904,27.9585
1905,2.905,27.9485
1906,2.906,27.9633
1907,2.907,27.9532
1908,2.908,27.9431
1909,2.909,27.9576
1910,2.91,27.9473
1911,2.911,27.9618
1912,2.912,27.9514
1913,2.913,27.9409
1914,2.914,27.9552
1915,2.915,27.9446
1916,2.916,27.9339
1917,2.917,27.948
1918,2.918,27.9372
1919,2.919,27.9511
1920,2.92,27.9402
1921,2.921,27.9541
1922,2.922,27.943
1923,2.923,27.9318
1924,2.924,27.9455
1925,2.925,27.9343
1926,2.926,27.9478
1927,2.927,27.9364
1928,2.928,27.925
1929,2.929,27.9384
1930,2.93,27.9268
1931,2.931,27.94
1932,2.932,27.9283
1933,2.933,27.9415
1934,2.934,27.9296
1935,2.935,27.9427
1936,2.936,27.9307
1937,2.937,27.9186
1938,2.938,27.9315
1939,2.939,27.9193
1940,2.94,27.9321
1941,2.941,27.9197
1942,2.942,27.9324
1943,2.943,27.92
1944,2.944,27.9325
1945,2.945,27.9199
1946,2.946,27.9324
1947,2.947,27.9196
1948,2.948,27.932
1949,2.949,27.9191
1950,2.95,27.9313
1951,2.951,27.9184
1952,2.952,27.9053
1953,2.953,27.9174
1954,2.954,27.9042
1955,2.955,27.9161
1956,2.956,27.9028
1957,2.957,27.9146
1958,2.958,27.9012
1959,2.959,27.9129
1960,2.96,27.8993
1961,2.961,27.9109
1962,2.962,27.8972
1963,2.963,27.9087
1964,2.964,27.8949
1965,2.965,27.9063
1966,2.966,27.9176
1967,2.967,27.9036
1968,2.968,27.9148
1969,2.969,27.9006
1970,2.97,27.9118
1971,2.971,27.8975
1972,2.972,27.9085
1973,2.973,27.8941
1974,2.974,27.905
1975,2.975,27.8904
1976,2.976,27.9012
1977,2.977,27.8865
1978,2.978,27.8972
1979,2.979,27.8824
1980,2.98,27.8929
1981,2.981,27.9035
1982,2.982,27.8885
1983,2.983,27.8989
1984,2.984,27.8837
1985,2.985,27.894
1986,2.986,27.8788
1987,2.987,27.889
1988,2.988,27.8736
1989,2.989,27.8837
1990,2.99,27.8937
1991,2.991,27.8781
1992,2.992,27.888
1993,2.993,27.8723
1994,2.994,27.8821
1995,2.995,27.8919
1996,2.996,27.876
1997,2.997,27.8857
1998,2.998,27.8696
1999,2.999,27.8792
2000,3.0,27.863
